Sample label,Batched,Batched,Batched,Analyzed,Analyzed,Analyzed,Analyzed,Mass density,Number density of atoms
Sample label,K2O,P2O5,GeO2,K2O,P2O5,GeO2,Al2O3,Mass density,Number density of atoms
KGeP1,10,18,72,9.3,17.3,73.2,0.2,3.419+-0.003,69.11
KGeP2,20,16,64,18.8,15.7,65.1,0.4,3.290+-0.003,66.41
KGeP3,30,14,56,33.4,13.4,53.1,0.1,3.181+-0.003,63.86
KGeP4,16,28,56,13.7,25.2,61.0,0.1,3.15+-0.01,67.58
KGeP5,25,25,50,24.5,24.9,50.4,0.2,3.079+-0.003,66.63
KGeP6,12.5,37.5,50,11.8,35.2,49.8,3.1,3.10+-0.01,71.69
KGeP7,20,10,70,16.6,9.7,73.8,0.1,3.31+-0.01,63.45
KGeP8,30,8.8,61.2,29.0,10.4,60.2,0.4,3.12+-0.01,61.01
