Target level,ZBLAN,ZBLAN,IBZP,IBZP
Target level,l p in nm,s p in pm2,l p in nm,s p in pm2
3F4,1671.00+-2.00,0.288+-0.003,1653.30+-1.00,0.326+-0.003
3H5,1210.35+-0.15,0.530+-0.050,1211.80+-0.25,0.565+-0.010
3H4,790.40+-0.30,0.344+-0.005,789.10+-0.25,0.303+-0.004
3H4,790.40+-0.30,0.344+-0.005,776.40+-0.30,0.305+-0.004
3F3,684.05+-0.25,0.515+-0.030,682.35+-0.10,0.639+-0.005
3F2,658.45+-0.15,0.060+-0.004,658.35+-0.25,0.076+-0.001
1G4,470.75+-0.15,0.087+-0.004,463.05+-0.07,0.129+-0.002
,463.86+-0.02,0.105+-0.010,463.05+-0.07,0.129+-0.002
1D2,356.92+-0.04,0.270+-0.030,356.95+-0.10,0.304+-0.004
"1I6, 3P0",287.30+-0.30,0.051+-0.001,284.38+-0.05,0.061+-0.002
,284.20+-0.15,0.062+-0.002,284.38+-0.05,0.061+-0.002
3P1,273.21+-0.01,0.044+-0.003,273.35+-0.05,0.038+-0.003
3P2,260.87+-0.01,0.257+-0.004,261.00+-0.25,0.205+-0.004
