First oxidemol%,no,d g/cm3,N4 %,BM-O kJ/molEqs. (3) and (4),BM-O kJ/molEq. (2),L(no)
,+-0.005,+-0.005,+-0.5,+-1,+-1,+-0.005
Bi2O3-B2O3,Bi2O3-B2O3,Bi2O3-B2O3,Bi2O3-B2O3,Bi2O3-B2O3,Bi2O3-B2O3,Bi2O3-B2O3
25,1.818,5.598,40.8,361,399,0.542
30,1.836,5.709,42.0,343,379,0.643
40,1.976,6.259,40.0,310,340,0.822
50,2.074,6.941,31.7,280,300,0.901
60,2.097,7.479,23.6,249,261,0.939
65,2.129,7.741,17.5,233,241,0.965
,,,,,,
Sb2O3-B2O3,Sb2O3-B2O3,Sb2O3-B2O3,Sb2O3-B2O3,Sb2O3-B2O3,Sb2O3-B2O3,Sb2O3-B2O3
10,1.474,2.370,1.4,469,471,0.447
20,1.570,2.878,5.5,439,444,0.606
30,1.707,3.341,6.7,411,417,0.780
40,1.767,3.763,10.3,383,390,0.839
50,1.820,4.120,8.8,358,363,0.894
60,1.853,4.350,7.5,333,337,0.949
70,1.881,4.645,4.7,308,310,0.979
80,-,-,1.9,282,283,-
90,-,-,0,256,256,-
