HOMO-LUMO gap (eV),Octahedron,Octahedron,Pyramid,Pyramid,Dimer,Dimer
HOMO-LUMO gap (eV),7,7,5.5,5.5,1.6,1.6
Vacant molecular orbital (a.u.),5'-----0.288,5'-----0.288,5'4'0.288,5'4'0.288,,
,4'-----0.284,4'-----0.284,3'-----0.282,3'-----0.282,,
,3'0.280,3'0.280,2'-----0.278,2'-----0.278,,
,2'-----0.218,2'-----0.218,,,,
,,,,,"4', 5'0.413","4', 5'0.413"
,1'-----0.218,1'-----0.218,1'-----0.218,1'-----0.218,3'-----0.396,3'-----0.396
,,,,,2'-----0.336,2'-----0.336
,,,,,1'-----0.318,1'-----0.318
,,,,,,
Occupied molecular orbital (a.u.),,,,,"1, 20.26","1, 20.26"
,,,,,3-----0.213,3-----0.213
,,,"1,20.018","1,20.018","4,50.195","4,50.195"
,1------0.041,1------0.041,3------0.038,3------0.038,,
,2------0.057,2------0.057,,,,
,3------0.086,3------0.086,4------0.08,4------0.08,,
,4------0.098,4------0.098,,,,
,5------0.102,5------0.102,"5,6-0.10","5,6-0.10",,
