Glass,Low power and long irradiation,Low power and long irradiation,High power and short irradiation,High power and short irradiation
Glass,"0.06 W, 900 s (54 J)","0.07 W, 600 s (42 J)","0.4 W, 1/4 s (0.1 J)","0.4 W, 1/8 s (0.05 J)"
TN,-0.033,-0.030,-0.013,-0.010
TN,[-0.0006],[-0.0007],[-0.1],[-0.2]
,,,,
TNA1,-0.216,-0.166,-0.071,-0.047
TNA1,[-0.004],[-0.004],[-0.7],[-0.9]
,,,,
TNA2,-0.217,-0.174,-0.074,-0.052
TNA2,[-0.004],[-0.004],[-0.7],[-1.0]
,,,,
TNG1,-0.053,-0.042,-0.038,-0.014
TNG1,[-0.001],[-0.001],[-0.38],[-0.3]
,,,,
TNG2,-0.123,-0.038,-0.057,-0.041
TNG2,[-0.002],[-0.001],[-0.57],[-0.8]
,,,,
TNG3,-0.057,-0.057,-0.032,-0.013
TNG3,[-0.001],[-0.001],[-0.3],[-0.3]
,,,,
TNT1,-0.086,-0.064,NA,NA
TNT1,[-0.002],[-0.002],,
,,,,
TNT2,-0.061,-0.053,-0.031,-0.028
TNT2,[-0.001],[-0.001],[-0.31],[-0.6]
