Glass,E ac (kJmol -1),E ac (kJmol -1),E ac (kJmol -1),E ac (kJmol -1),E ac (kJmol -1),s
,(110 Hz),(100 Hz),(1 kHz),(10 kHz),(100 kHz),
,(+-1.0%),(+-1.0%),(+-1.0%),(+-1.0%),(+-1.0%),
NAP series,NAP series,NAP series,NAP series,NAP series,NAP series,NAP series
35-5-60,79.5,-,47.8,40.3,31.7,-
30-10-60,74.1,-,37.7,32.2,30.2,0.70
20-20-60,72.5,39.6,34.6,29.8,29.3,0.68
,,,,,,
NAP series,NAP series,NAP series,NAP series,NAP series,NAP series,NAP series
20-15-5-60,69.5,53.2,49.8,41.9,39.2,0.59
20-10-10-60,66.4,38.3,32.5,22.3,-,0.62
20-5-15-60,55.5,40.1,36.1,33.7,24.2,0.60
,,,,,,
NFP series,NFP series,NFP series,NFP series,NFP series,NFP series,NFP series
35-5-60,74.5,44.8,47.5,41.9,39.7,0.48
30-10-60,73.7,-,42.9,33.5,35.6,0.28
20-20-60,53.3,48.9,38.1,21.3,5.2,0.50
